CNTYFIPS,State,Year,TotalCaseCounts,TotalSolvedCounts
"Leon, FL",Florida,1981,14,11
"Leon, FL",Florida,1982,13,12
"Leon, FL",Florida,1983,11,8
"Leon, FL",Florida,1984,8,8
"Leon, FL",Florida,1985,7,6
"Leon, FL",Florida,1986,13,10
"Leon, FL",Florida,1987,12,9
"Leon, FL",Florida,1992,17,15
"Leon, FL",Florida,1993,11,10
"Leon, FL",Florida,1994,12,8
"Leon, FL",Florida,1995,17,13
"Leon, FL",Florida,1996,18,13
"Leon, FL",Florida,1997,8,5
"Leon, FL",Florida,1998,9,6
"Leon, FL",Florida,1999,5,4
"Leon, FL",Florida,2000,9,9
"Leon, FL",Florida,2001,7,4
"Leon, FL",Florida,2002,10,10
"Leon, FL",Florida,2003,8,6
"Leon, FL",Florida,2004,14,11
"Leon, FL",Florida,2005,13,10
"Leon, FL",Florida,2006,10,8
"Leon, FL",Florida,2007,5,4
"Leon, FL",Florida,2008,16,14
"Leon, FL",Florida,2009,11,9
"Leon, FL",Florida,2010,17,11
"Leon, FL",Florida,2011,17,12
"Leon, FL",Florida,2012,19,17
"Leon, FL",Florida,2013,17,12
"Leon, FL",Florida,2014,21,9
"Leon, FL",Florida,2015,27,22
"Leon, FL",Florida,2016,14,6
"Leon, FL",Florida,2017,23,18
"Leon, FL",Florida,2018,21,17
"Leon, TX",Texas,1976,5,3
"Leon, TX",Texas,1978,2,2
"Leon, TX",Texas,1979,2,2
"Leon, TX",Texas,1980,2,1
"Leon, TX",Texas,1981,3,2
"Leon, TX",Texas,1982,4,4
"Leon, TX",Texas,1984,4,3
"Leon, TX",Texas,1985,4,4
"Leon, TX",Texas,1986,3,3
"Leon, TX",Texas,1987,3,3
"Leon, TX",Texas,1991,2,2
"Leon, TX",Texas,1992,1,1
"Leon, TX",Texas,1993,1,1
"Leon, TX",Texas,1994,1,1
"Leon, TX",Texas,1998,1,1
"Leon, TX",Texas,2002,2,2
"Leon, TX",Texas,2005,2,2
"Leon, TX",Texas,2006,1,1
"Leon, TX",Texas,2007,1,1
"Leon, TX",Texas,2010,1,1
"Leon, TX",Texas,2012,1,1
"Leon, TX",Texas,2018,2,2
"Leslie, KY",Kentucky,1976,5,5
"Leslie, KY",Kentucky,1977,2,1
"Leslie, KY",Kentucky,1978,2,2
"Leslie, KY",Kentucky,1979,5,5
"Leslie, KY",Kentucky,1980,9,9
"Leslie, KY",Kentucky,1981,7,4
"Leslie, KY",Kentucky,1983,6,6
"Leslie, KY",Kentucky,1984,1,1
"Leslie, KY",Kentucky,1985,4,4
"Leslie, KY",Kentucky,1987,1,1
"Leslie, KY",Kentucky,1989,3,2
"Leslie, KY",Kentucky,1990,4,4
"Leslie, KY",Kentucky,1991,2,2
"Leslie, KY",Kentucky,1992,2,1
"Leslie, KY",Kentucky,1993,1,1
"Leslie, KY",Kentucky,1995,6,5
"Leslie, KY",Kentucky,1996,2,2
"Leslie, KY",Kentucky,2014,1,1
"Letcher, KY",Kentucky,1976,2,2
"Letcher, KY",Kentucky,1977,6,6
"Letcher, KY",Kentucky,1978,3,3
"Letcher, KY",Kentucky,1979,4,4
"Letcher, KY",Kentucky,1980,4,4
"Letcher, KY",Kentucky,1981,2,1
"Letcher, KY",Kentucky,1982,7,6
"Letcher, KY",Kentucky,1983,1,1
"Letcher, KY",Kentucky,1984,4,3
"Letcher, KY",Kentucky,1985,4,4
"Letcher, KY",Kentucky,1987,1,1
"Letcher, KY",Kentucky,1990,1,1
"Letcher, KY",Kentucky,1991,1,1
"Letcher, KY",Kentucky,1993,3,3
"Letcher, KY",Kentucky,1996,1,1
"Letcher, KY",Kentucky,1997,2,2
"Letcher, KY",Kentucky,2006,1,1
"Letcher, KY",Kentucky,2012,1,1
"Levy, FL",Florida,1976,2,2
"Levy, FL",Florida,1977,2,1
"Levy, FL",Florida,1978,4,3
"Levy, FL",Florida,1979,1,1
"Levy, FL",Florida,1981,2,2
"Levy, FL",Florida,1982,1,1
"Levy, FL",Florida,1983,2,2
"Levy, FL",Florida,1985,1,1
"Levy, FL",Florida,1987,2,1
"Levy, FL",Florida,1992,1,1
"Levy, FL",Florida,1993,1,1
"Levy, FL",Florida,1996,4,2
"Levy, FL",Florida,1997,1,1
"Levy, FL",Florida,1998,2,2
"Levy, FL",Florida,1999,4,4
"Levy, FL",Florida,2000,1,1
"Levy, FL",Florida,2001,1,1
"Levy, FL",Florida,2003,2,2
"Levy, FL",Florida,2004,2,2
"Levy, FL",Florida,2005,3,3
"Levy, FL",Florida,2009,1,1
"Levy, FL",Florida,2011,2,2
"Levy, FL",Florida,2015,3,3
"Levy, FL",Florida,2016,1,1
"Levy, FL",Florida,2017,2,2
"Levy, FL",Florida,2018,1,1
"Lewis and Clark, MT",Montana,1976,1,1
"Lewis and Clark, MT",Montana,1977,3,3
"Lewis and Clark, MT",Montana,1978,4,4
"Lewis and Clark, MT",Montana,1979,1,1
"Lewis and Clark, MT",Montana,1980,3,2
"Lewis and Clark, MT",Montana,1981,1,1
"Lewis and Clark, MT",Montana,1984,3,3
"Lewis and Clark, MT",Montana,1991,2,2
"Lewis and Clark, MT",Montana,2000,2,2
"Lewis and Clark, MT",Montana,2003,1,1
"Lewis and Clark, MT",Montana,2004,1,1
"Lewis and Clark, MT",Montana,2005,2,2
"Lewis and Clark, MT",Montana,2006,2,2
"Lewis and Clark, MT",Montana,2009,2,1
"Lewis and Clark, MT",Montana,2011,4,4
"Lewis and Clark, MT",Montana,2012,3,2
"Lewis and Clark, MT",Montana,2013,2,2
"Lewis and Clark, MT",Montana,2014,1,1
"Lewis and Clark, MT",Montana,2015,1,1
"Lewis and Clark, MT",Montana,2016,4,3
"Lewis and Clark, MT",Montana,2017,2,2
"Lewis and Clark, MT",Montana,2018,4,4
"Lewis and Clark, MT",Montana,2019,1,1
"Lewis, ID",Idaho,1976,1,1
"Lewis, ID",Idaho,1981,1,1
"Lewis, ID",Idaho,1984,1,1
"Lewis, ID",Idaho,1994,1,1
"Lewis, KY",Kentucky,1976,2,2
"Lewis, KY",Kentucky,1981,1,1
"Lewis, KY",Kentucky,1982,1,1
"Lewis, KY",Kentucky,1983,2,2
"Lewis, KY",Kentucky,1989,1,1
"Lewis, KY",Kentucky,1997,2,1
"Lewis, KY",Kentucky,2004,1,1
"Lewis, KY",Kentucky,2013,1,1
"Lewis, KY",Kentucky,2014,1,1
"Lewis, MO",Missouri,1985,1,1
"Lewis, MO",Missouri,1997,2,2
"Lewis, MO",Missouri,2002,1,1
"Lewis, MO",Missouri,2009,2,2
"Lewis, MO",Missouri,2017,1,1
"Lewis, MO",Missouri,2018,1,1
"Lewis, NY",New York,1976,1,1
"Lewis, NY",New York,1990,3,3
"Lewis, NY",New York,1992,1,1
"Lewis, NY",New York,2009,1,1
"Lewis, NY",New York,2011,1,1
"Lewis, NY",New York,2013,2,2
"Lewis, NY",New York,2016,1,1
"Lewis, TN",Tennessee,1980,2,2
"Lewis, TN",Tennessee,1999,1,1
"Lewis, TN",Tennessee,2000,2,2
"Lewis, TN",Tennessee,2004,2,2
"Lewis, TN",Tennessee,2005,2,1
"Lewis, TN",Tennessee,2008,1,1
"Lewis, TN",Tennessee,2009,1,1
"Lewis, TN",Tennessee,2013,3,3
"Lewis, TN",Tennessee,2015,1,1
"Lewis, TN",Tennessee,2017,2,2
"Lewis, WA",Washington,1976,2,2
"Lewis, WA",Washington,1979,1,1
"Lewis, WA",Washington,1980,4,3
"Lewis, WA",Washington,1982,3,3
"Lewis, WA",Washington,1983,1,1
"Lewis, WA",Washington,1984,3,1
"Lewis, WA",Washington,1985,6,2
"Lewis, WA",Washington,1986,6,3
"Lewis, WA",Washington,1987,2,2
"Lewis, WA",Washington,1988,4,4
"Lewis, WA",Washington,1989,2,2
"Lewis, WA",Washington,1991,6,5
"Lewis, WA",Washington,1992,4,3
"Lewis, WA",Washington,1993,4,3
"Lewis, WA",Washington,1995,2,2
"Lewis, WA",Washington,1996,4,3
"Lewis, WA",Washington,1997,2,2
"Lewis, WA",Washington,1998,2,2
"Lewis, WA",Washington,1999,1,1
"Lewis, WA",Washington,2000,6,5
"Lewis, WA",Washington,2001,2,2
"Lewis, WA",Washington,2002,3,1
"Lewis, WA",Washington,2004,1,1
"Lewis, WA",Washington,2005,3,3
"Lewis, WA",Washington,2006,2,2
"Lewis, WA",Washington,2007,2,2
"Lewis, WA",Washington,2008,1,1
"Lewis, WA",Washington,2009,2,2
"Lewis, WA",Washington,2010,7,7
"Lewis, WA",Washington,2011,1,1
"Lewis, WA",Washington,2012,3,3
"Lewis, WA",Washington,2013,2,2
"Lewis, WA",Washington,2014,4,4
"Lewis, WA",Washington,2016,1,1
"Lewis, WA",Washington,2017,2,2
"Lewis, WA",Washington,2018,3,3
"Lewis, WA",Washington,2019,4,4
"Lewis, WV",West Virginia,1977,2,2
"Lewis, WV",West Virginia,1978,1,1
"Lewis, WV",West Virginia,1983,1,1
"Lewis, WV",West Virginia,1984,1,1
"Lewis, WV",West Virginia,1985,3,3
"Lewis, WV",West Virginia,1987,1,1
"Lewis, WV",West Virginia,1988,1,1
"Lewis, WV",West Virginia,1992,2,2
"Lewis, WV",West Virginia,1994,2,2
"Lewis, WV",West Virginia,1998,1,1
"Lewis, WV",West Virginia,2003,1,1
"Lewis, WV",West Virginia,2004,1,1
"Lewis, WV",West Virginia,2006,1,1
"Lewis, WV",West Virginia,2007,1,1
"Lewis, WV",West Virginia,2008,2,2
"Lewis, WV",West Virginia,2009,1,1
"Lewis, WV",West Virginia,2010,2,2
"Lewis, WV",West Virginia,2011,1,1
"Lexington, SC",South Carolina,1976,5,4
"Lexington, SC",South Carolina,1977,8,8
"Lexington, SC",South Carolina,1978,11,11
"Lexington, SC",South Carolina,1979,14,9
"Lexington, SC",South Carolina,1980,9,8
"Lexington, SC",South Carolina,1981,10,6
"Lexington, SC",South Carolina,1982,10,10
"Lexington, SC",South Carolina,1983,11,8
"Lexington, SC",South Carolina,1984,7,6
"Lexington, SC",South Carolina,1985,14,14
"Lexington, SC",South Carolina,1986,11,10
"Lexington, SC",South Carolina,1987,13,13
"Lexington, SC",South Carolina,1988,11,11
"Lexington, SC",South Carolina,1989,10,9
"Lexington, SC",South Carolina,1990,12,10
"Lexington, SC",South Carolina,1991,5,5
"Lexington, SC",South Carolina,1992,22,21
"Lexington, SC",South Carolina,1993,8,8
"Lexington, SC",South Carolina,1994,8,8
"Lexington, SC",South Carolina,1995,11,10
"Lexington, SC",South Carolina,1996,13,12
"Lexington, SC",South Carolina,1997,9,9
"Lexington, SC",South Carolina,1998,10,10
"Lexington, SC",South Carolina,1999,8,8
"Lexington, SC",South Carolina,2000,7,7
"Lexington, SC",South Carolina,2001,22,22
"Lexington, SC",South Carolina,2002,11,10
"Lexington, SC",South Carolina,2003,13,13
"Lexington, SC",South Carolina,2004,10,10
"Lexington, SC",South Carolina,2005,9,7
"Lexington, SC",South Carolina,2006,11,11
"Lexington, SC",South Carolina,2007,11,10
"Lexington, SC",South Carolina,2008,7,7
"Lexington, SC",South Carolina,2009,13,10
"Lexington, SC",South Carolina,2010,10,10
"Lexington, SC",South Carolina,2011,14,14
"Lexington, SC",South Carolina,2012,12,11
"Lexington, SC",South Carolina,2013,9,9
"Lexington, SC",South Carolina,2014,16,16
"Lexington, SC",South Carolina,2015,20,17
"Lexington, SC",South Carolina,2016,14,14
"Lexington, SC",South Carolina,2017,18,16
"Lexington, SC",South Carolina,2018,14,12
"Lexington, SC",South Carolina,2019,16,14
"Lexington, VA",Virginia,1984,1,1
"Lexington, VA",Virginia,1989,1,1
"Lexington, VA",Virginia,1990,1,1
"Lexington, VA",Virginia,1994,2,2
"Lexington, VA",Virginia,1996,1,1
"Lexington, VA",Virginia,2003,1,1
"Lexington, VA",Virginia,2007,1,1
"Liberty, FL",Florida,1976,1,1
"Liberty, FL",Florida,1980,1,1
"Liberty, FL",Florida,1987,2,2
"Liberty, FL",Florida,1998,1,1
"Liberty, FL",Florida,2012,1,1
"Liberty, FL",Florida,2016,1,1
"Liberty, GA",Georgia,1977,4,4
"Liberty, GA",Georgia,1978,4,4
"Liberty, GA",Georgia,1979,2,2
"Liberty, GA",Georgia,1980,1,1
"Liberty, GA",Georgia,1982,3,3
"Liberty, GA",Georgia,1985,3,1
"Liberty, GA",Georgia,1986,3,3
"Liberty, GA",Georgia,1987,3,2
"Liberty, GA",Georgia,1988,4,4
"Liberty, GA",Georgia,1989,1,1
"Liberty, GA",Georgia,1990,3,2
"Liberty, GA",Georgia,1991,1,1
"Liberty, GA",Georgia,1992,4,3
"Liberty, GA",Georgia,1993,3,3
"Liberty, GA",Georgia,1994,5,5
"Liberty, GA",Georgia,1995,3,3
"Liberty, GA",Georgia,1996,4,2
"Liberty, GA",Georgia,1997,3,2
"Liberty, GA",Georgia,1998,1,1
"Liberty, GA",Georgia,1999,2,2
"Liberty, GA",Georgia,2000,9,9
"Liberty, GA",Georgia,2001,4,4
"Liberty, GA",Georgia,2002,9,7
"Liberty, GA",Georgia,2003,4,4
"Liberty, GA",Georgia,2004,3,3
"Liberty, GA",Georgia,2005,1,1
"Liberty, GA",Georgia,2006,7,7
"Liberty, GA",Georgia,2007,5,4
"Liberty, GA",Georgia,2008,3,2
"Liberty, GA",Georgia,2009,1,1
"Liberty, GA",Georgia,2010,3,2
"Liberty, GA",Georgia,2011,2,2
"Liberty, GA",Georgia,2012,3,3
"Liberty, GA",Georgia,2013,5,4
"Liberty, GA",Georgia,2014,3,3
"Liberty, GA",Georgia,2015,1,1
"Liberty, GA",Georgia,2016,3,3
"Liberty, GA",Georgia,2017,5,5
"Liberty, GA",Georgia,2018,3,3
"Liberty, GA",Georgia,2019,1,1
"Liberty, MT",Montana,2016,1,1
"Liberty, TX",Texas,1976,3,3
"Liberty, TX",Texas,1977,2,2
"Liberty, TX",Texas,1978,3,3
"Liberty, TX",Texas,1979,8,8
"Liberty, TX",Texas,1980,9,9
"Liberty, TX",Texas,1981,8,5
"Liberty, TX",Texas,1982,5,3
"Liberty, TX",Texas,1983,7,5
"Liberty, TX",Texas,1984,7,5
"Liberty, TX",Texas,1985,6,6
"Liberty, TX",Texas,1986,6,5
"Liberty, TX",Texas,1987,6,5
"Liberty, TX",Texas,1988,2,1
"Liberty, TX",Texas,1989,5,5
"Liberty, TX",Texas,1990,3,2
"Liberty, TX",Texas,1991,8,7
"Liberty, TX",Texas,1992,3,1
"Liberty, TX",Texas,1993,9,6
"Liberty, TX",Texas,1994,2,2
"Liberty, TX",Texas,1995,5,5
"Liberty, TX",Texas,1996,4,2
"Liberty, TX",Texas,1997,4,3
"Liberty, TX",Texas,1998,2,2
"Liberty, TX",Texas,1999,2,1
"Liberty, TX",Texas,2000,4,3
"Liberty, TX",Texas,2001,2,2
"Liberty, TX",Texas,2002,1,1
"Liberty, TX",Texas,2003,8,7
"Liberty, TX",Texas,2004,10,8
"Liberty, TX",Texas,2005,8,5
"Liberty, TX",Texas,2006,6,5
"Liberty, TX",Texas,2007,6,6
"Liberty, TX",Texas,2008,4,3
"Liberty, TX",Texas,2009,5,4
"Liberty, TX",Texas,2010,4,3
"Liberty, TX",Texas,2012,1,1
"Liberty, TX",Texas,2013,1,1
"Liberty, TX",Texas,2014,6,6
"Liberty, TX",Texas,2015,7,6
"Liberty, TX",Texas,2016,4,4
"Liberty, TX",Texas,2017,1,1
"Liberty, TX",Texas,2018,2,2
"Liberty, TX",Texas,2019,1,1
"Licking, OH",Ohio,1976,2,2
"Licking, OH",Ohio,1977,3,1
"Licking, OH",Ohio,1978,2,2
"Licking, OH",Ohio,1979,1,1
"Licking, OH",Ohio,1980,4,2
"Licking, OH",Ohio,1981,1,1
"Licking, OH",Ohio,1982,2,2
"Licking, OH",Ohio,1983,3,2
"Licking, OH",Ohio,1984,3,3
"Licking, OH",Ohio,1985,1,1
"Licking, OH",Ohio,1987,1,1
"Licking, OH",Ohio,1990,3,2
"Licking, OH",Ohio,1995,1,1
"Licking, OH",Ohio,1996,2,1
"Licking, OH",Ohio,1998,1,1
"Licking, OH",Ohio,1999,1,1
"Licking, OH",Ohio,2000,1,1
"Licking, OH",Ohio,2002,2,2
"Licking, OH",Ohio,2003,1,1
"Licking, OH",Ohio,2004,3,3
"Licking, OH",Ohio,2007,4,4
"Licking, OH",Ohio,2008,5,5
"Licking, OH",Ohio,2009,6,5
"Licking, OH",Ohio,2010,3,3
"Licking, OH",Ohio,2011,2,2
"Licking, OH",Ohio,2013,2,2
"Licking, OH",Ohio,2014,2,2
"Licking, OH",Ohio,2015,1,1
"Licking, OH",Ohio,2017,5,4
"Licking, OH",Ohio,2018,5,3
"Licking, OH",Ohio,2019,1,1
"Limestone, AL",Alabama,1976,5,5
"Limestone, AL",Alabama,1977,3,3
"Limestone, AL",Alabama,1978,4,3
"Limestone, AL",Alabama,1979,4,4
"Limestone, AL",Alabama,1980,4,2
"Limestone, AL",Alabama,1981,3,2
"Limestone, AL",Alabama,1982,4,4
"Limestone, AL",Alabama,1983,1,1
"Limestone, AL",Alabama,1984,2,2
"Limestone, AL",Alabama,1985,2,2
"Limestone, AL",Alabama,1986,5,5
"Limestone, AL",Alabama,1987,1,1
"Limestone, AL",Alabama,1988,2,2
"Limestone, AL",Alabama,1989,4,4
"Limestone, AL",Alabama,1990,3,3
"Limestone, AL",Alabama,1991,4,2
"Limestone, AL",Alabama,1993,4,4
"Limestone, AL",Alabama,1994,3,3
"Limestone, AL",Alabama,1995,1,1
"Limestone, AL",Alabama,1996,3,2
"Limestone, AL",Alabama,1997,5,5
"Limestone, AL",Alabama,1998,2,2
"Limestone, AL",Alabama,2000,1,1
"Limestone, AL",Alabama,2001,2,2
"Limestone, AL",Alabama,2002,5,3
"Limestone, AL",Alabama,2003,1,1
"Limestone, AL",Alabama,2006,2,2
"Limestone, AL",Alabama,2007,2,2
"Limestone, AL",Alabama,2008,1,1
"Limestone, AL",Alabama,2009,2,2
"Limestone, AL",Alabama,2010,2,2
"Limestone, AL",Alabama,2011,1,1
"Limestone, AL",Alabama,2012,4,3
"Limestone, AL",Alabama,2015,2,2
"Limestone, AL",Alabama,2016,1,1
"Limestone, AL",Alabama,2017,3,1
"Limestone, AL",Alabama,2018,11,4
"Limestone, TX",Texas,1976,1,1
"Limestone, TX",Texas,1977,3,2
"Limestone, TX",Texas,1978,1,1
"Limestone, TX",Texas,1979,3,2
"Limestone, TX",Texas,1980,6,6
"Limestone, TX",Texas,1981,3,2
"Limestone, TX",Texas,1982,2,2
"Limestone, TX",Texas,1983,2,2
"Limestone, TX",Texas,1985,2,2
"Limestone, TX",Texas,1986,5,4
"Limestone, TX",Texas,1987,1,1
"Limestone, TX",Texas,1988,2,1
"Limestone, TX",Texas,1990,2,2
"Limestone, TX",Texas,1991,2,2
"Limestone, TX",Texas,1992,4,4
"Limestone, TX",Texas,1993,7,7
"Limestone, TX",Texas,1995,2,2
"Limestone, TX",Texas,1996,3,2
"Limestone, TX",Texas,1997,2,2
"Limestone, TX",Texas,2002,1,1
"Limestone, TX",Texas,2004,3,3
"Limestone, TX",Texas,2005,1,1
"Limestone, TX",Texas,2007,2,1
"Limestone, TX",Texas,2008,1,1
"Limestone, TX",Texas,2010,2,2
"Limestone, TX",Texas,2011,8,7
"Limestone, TX",Texas,2012,2,2
"Limestone, TX",Texas,2013,1,1
"Limestone, TX",Texas,2016,1,1
"Limestone, TX",Texas,2017,2,1
"Lincoln, AR",Arkansas,1977,1,1
"Lincoln, AR",Arkansas,1979,1,1
"Lincoln, AR",Arkansas,1980,1,1
"Lincoln, AR",Arkansas,1987,1,1
"Lincoln, AR",Arkansas,1988,1,1
"Lincoln, AR",Arkansas,1990,4,3
"Lincoln, AR",Arkansas,1992,3,3
"Lincoln, AR",Arkansas,2000,1,1
"Lincoln, AR",Arkansas,2004,3,2
"Lincoln, AR",Arkansas,2005,2,1
"Lincoln, AR",Arkansas,2006,1,1
"Lincoln, AR",Arkansas,2009,1,1
"Lincoln, AR",Arkansas,2018,1,1
"Lincoln, AR",Arkansas,2019,1,1
"Lincoln, CO",Colorado,1988,1,1
"Lincoln, CO",Colorado,2011,3,3
"Lincoln, CO",Colorado,2017,1,1
"Lincoln, GA",Georgia,1977,1,1
"Lincoln, GA",Georgia,1979,1,1
"Lincoln, GA",Georgia,1982,1,1
"Lincoln, GA",Georgia,1985,1,1
"Lincoln, GA",Georgia,1986,1,1
"Lincoln, GA",Georgia,1988,1,1
"Lincoln, GA",Georgia,1989,1,1
"Lincoln, GA",Georgia,1990,2,1
"Lincoln, GA",Georgia,2001,2,2
"Lincoln, GA",Georgia,2013,2,2
"Lincoln, GA",Georgia,2016,2,1
"Lincoln, ID",Idaho,1996,5,5
"Lincoln, ID",Idaho,2005,2,1
"Lincoln, KS",Kansas,1977,3,3
"Lincoln, KS",Kansas,2001,1,1
"Lincoln, KY",Kentucky,1976,1,1
"Lincoln, KY",Kentucky,1977,4,4
"Lincoln, KY",Kentucky,1979,2,2
"Lincoln, KY",Kentucky,1980,1,1
"Lincoln, KY",Kentucky,1981,2,2
"Lincoln, KY",Kentucky,1982,3,3
"Lincoln, KY",Kentucky,1983,2,2
"Lincoln, KY",Kentucky,1984,2,1
"Lincoln, KY",Kentucky,1985,2,2
"Lincoln, KY",Kentucky,1986,2,2
"Lincoln, KY",Kentucky,1989,1,1
"Lincoln, KY",Kentucky,1991,1,1
"Lincoln, KY",Kentucky,2009,1,1
"Lincoln, KY",Kentucky,2012,1,1
"Lincoln, LA",Louisiana,1976,6,6
"Lincoln, LA",Louisiana,1977,2,2
"Lincoln, LA",Louisiana,1978,3,3
"Lincoln, LA",Louisiana,1979,6,6
"Lincoln, LA",Louisiana,1980,4,4
"Lincoln, LA",Louisiana,1982,2,2
"Lincoln, LA",Louisiana,1986,4,2
"Lincoln, LA",Louisiana,1987,1,1
"Lincoln, LA",Louisiana,1988,1,1
"Lincoln, LA",Louisiana,1989,6,6
"Lincoln, LA",Louisiana,1990,5,5
"Lincoln, LA",Louisiana,1991,3,2
"Lincoln, LA",Louisiana,1994,1,1
"Lincoln, LA",Louisiana,1995,3,3
"Lincoln, LA",Louisiana,1996,1,1
"Lincoln, LA",Louisiana,1997,3,1
"Lincoln, LA",Louisiana,1998,3,2
"Lincoln, LA",Louisiana,1999,5,4
"Lincoln, LA",Louisiana,2001,3,1
"Lincoln, LA",Louisiana,2002,1,1
"Lincoln, LA",Louisiana,2003,6,4
"Lincoln, LA",Louisiana,2004,2,1
"Lincoln, LA",Louisiana,2006,1,1
"Lincoln, LA",Louisiana,2007,5,5
"Lincoln, LA",Louisiana,2009,2,1
"Lincoln, LA",Louisiana,2010,1,1
"Lincoln, LA",Louisiana,2012,2,2
"Lincoln, LA",Louisiana,2013,1,1
"Lincoln, LA",Louisiana,2014,3,3
"Lincoln, LA",Louisiana,2015,1,1
"Lincoln, LA",Louisiana,2016,3,2
"Lincoln, LA",Louisiana,2017,9,9
"Lincoln, LA",Louisiana,2019,3,3
"Lincoln, ME",Maine,1977,1,1
"Lincoln, ME",Maine,1980,1,1
"Lincoln, ME",Maine,1981,1,1
"Lincoln, ME",Maine,1982,1,1
"Lincoln, ME",Maine,1983,2,1
"Lincoln, ME",Maine,1984,1,1
"Lincoln, ME",Maine,1986,2,1
"Lincoln, ME",Maine,1990,1,1
"Lincoln, ME",Maine,1994,1,1
"Lincoln, ME",Maine,1996,2,2
"Lincoln, ME",Maine,1998,1,1
"Lincoln, ME",Maine,2004,3,3
"Lincoln, ME",Maine,2005,1,1
"Lincoln, ME",Maine,2007,2,2
"Lincoln, ME",Maine,2009,1,1
"Lincoln, ME",Maine,2012,1,1
"Lincoln, ME",Maine,2015,2,2
"Lincoln, ME",Maine,2017,2,2
"Lincoln, MN",Minnesota,1983,2,2
"Lincoln, MO",Missouri,1979,3,3
"Lincoln, MO",Missouri,1980,1,1
"Lincoln, MO",Missouri,2002,1,1
"Lincoln, MO",Missouri,2003,1,1
"Lincoln, MO",Missouri,2005,1,1
"Lincoln, MO",Missouri,2006,1,1
"Lincoln, MO",Missouri,2008,1,1
"Lincoln, MO",Missouri,2010,1,1
"Lincoln, MO",Missouri,2011,3,3
"Lincoln, MO",Missouri,2015,1,1
"Lincoln, MO",Missouri,2018,3,2
"Lincoln, MO",Missouri,2019,1,1
"Lincoln, MS",Mississippi,1976,6,6
"Lincoln, MS",Mississippi,1977,2,2
"Lincoln, MS",Mississippi,1978,2,2
"Lincoln, MS",Mississippi,1979,3,3
"Lincoln, MS",Mississippi,1980,5,4
"Lincoln, MS",Mississippi,1982,4,4
"Lincoln, MS",Mississippi,1983,5,5
"Lincoln, MS",Mississippi,1984,3,3
"Lincoln, MS",Mississippi,1985,1,1
"Lincoln, MS",Mississippi,1986,2,2
"Lincoln, MS",Mississippi,1987,2,2
"Lincoln, MS",Mississippi,1999,4,3
"Lincoln, MS",Mississippi,2000,2,2
"Lincoln, MS",Mississippi,2001,1,1
"Lincoln, MS",Mississippi,2002,1,1
"Lincoln, MS",Mississippi,2003,2,2
"Lincoln, MS",Mississippi,2006,3,2
"Lincoln, MS",Mississippi,2007,2,2
"Lincoln, MS",Mississippi,2008,1,1
"Lincoln, MS",Mississippi,2010,5,4
"Lincoln, MS",Mississippi,2012,2,2
"Lincoln, MS",Mississippi,2015,1,1
"Lincoln, MS",Mississippi,2017,1,1
"Lincoln, MS",Mississippi,2018,7,5
"Lincoln, MS",Mississippi,2019,7,6
"Lincoln, MT",Montana,1979,2,2
"Lincoln, MT",Montana,1980,1,1
"Lincoln, MT",Montana,1981,1,1
"Lincoln, MT",Montana,1983,1,1
"Lincoln, MT",Montana,1985,2,2
"Lincoln, MT",Montana,1992,2,2
"Lincoln, MT",Montana,1995,1,1
"Lincoln, MT",Montana,2002,2,2
"Lincoln, MT",Montana,2005,1,1
"Lincoln, MT",Montana,2007,1,1
"Lincoln, MT",Montana,2008,1,1
"Lincoln, MT",Montana,2010,1,1
"Lincoln, MT",Montana,2011,1,1
"Lincoln, MT",Montana,2012,3,3
"Lincoln, MT",Montana,2014,1,1
"Lincoln, MT",Montana,2016,1,1
"Lincoln, MT",Montana,2017,2,2
"Lincoln, NC",North Carolina,1976,2,1
"Lincoln, NC",North Carolina,1977,1,1
"Lincoln, NC",North Carolina,1978,3,3
"Lincoln, NC",North Carolina,1979,3,3
"Lincoln, NC",North Carolina,1980,4,4
"Lincoln, NC",North Carolina,1981,1,1
"Lincoln, NC",North Carolina,1982,4,3
"Lincoln, NC",North Carolina,1983,2,2
"Lincoln, NC",North Carolina,1984,5,4
"Lincoln, NC",North Carolina,1985,4,4
"Lincoln, NC",North Carolina,1986,1,1
"Lincoln, NC",North Carolina,1987,3,2
"Lincoln, NC",North Carolina,1988,2,2
"Lincoln, NC",North Carolina,1989,4,4
"Lincoln, NC",North Carolina,1990,2,2
"Lincoln, NC",North Carolina,1991,3,3
"Lincoln, NC",North Carolina,1992,1,1
"Lincoln, NC",North Carolina,1993,3,3
"Lincoln, NC",North Carolina,1994,3,3
"Lincoln, NC",North Carolina,1995,2,2
"Lincoln, NC",North Carolina,1996,1,1
"Lincoln, NC",North Carolina,1997,3,3
"Lincoln, NC",North Carolina,1998,1,1
"Lincoln, NC",North Carolina,1999,2,1
"Lincoln, NC",North Carolina,2000,2,2
"Lincoln, NC",North Carolina,2001,6,6
"Lincoln, NC",North Carolina,2002,1,1
"Lincoln, NC",North Carolina,2003,3,3
"Lincoln, NC",North Carolina,2006,5,5
"Lincoln, NC",North Carolina,2007,3,2
"Lincoln, NC",North Carolina,2008,1,1
"Lincoln, NC",North Carolina,2009,2,2
"Lincoln, NC",North Carolina,2011,1,1
"Lincoln, NC",North Carolina,2012,3,1
"Lincoln, NC",North Carolina,2013,2,1
